id,distance,source,destination,price,name,distance,surge_multiplier,product_id,new_time,Days,Month,Year,Date
fe103bb3-b0de-4e35-81b5-6e42f8f1605e,2.49,South Station,Back Bay,33.0,Black SUV,2.49,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,01-12-2018,01,12,2018,01122018
1e911e9c-289f-45fc-9ff1-d97d35f0b08e,1.34,Back Bay,Fenway,26.5,Black SUV,1.34,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,13-12-2018,13,12,2018,13122018
e75afb31-b8f5-4130-ba38-dd2d809a4dd5,5.37,Financial District,Boston University,34.0,Lux Black,5.37,1.0,lyft_lux,14-12-2018,14,12,2018,14122018
7d22d853-c05b-4415-991e-671408d66215,3.53,South Station,Back Bay,16.0,WAV,3.53,1.0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,16-12-2018,16,12,2018,16122018
ce928bad-855f-4917-b1e0-d382eeae2472,3.04,Boston University,West End,32.0,Black SUV,3.04,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,18-12-2018,18,12,2018,18122018
09f4f8c5-995a-47ba-8882-74ee3333f15b,0.78,South Station,Financial District,26.0,Black SUV,0.78,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,17-12-2018,17,12,2018,17122018
3837c365-077b-481c-8625-4963b873bdb8,1.25,Financial District,Haymarket Square,7.0,WAV,1.25,1.0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,16-12-2018,16,12,2018,16122018
f3fa5753-7c03-4d0b-846e-c746c5585065,3.21,Fenway,North Station,19.5,Lyft XL,3.21,1.0,lyft_plus,28-11-2018,28,11,2018,28112018
785aa7d4-6176-4789-8c08-c4317edb3507,1.45,Back Bay,Fenway,27.5,Lux Black XL,1.45,1.0,lyft_luxsuv,30-11-2018,30,11,2018,30112018
3c6d07d8-4dfb-4a89-854e-5838dd7acc78,3.31,North Station,Northeastern University,37.5,Black SUV,3.31,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,29-11-2018,29,11,2018,29112018
302329d2-7e97-4864-b527-6011bef9f9d6,1.43,Back Bay,Fenway,10.5,Lyft XL,1.43,1.0,lyft_plus,16-12-2018,16,12,2018,16122018
1e35e5ec-405a-4858-9ac1-598b1288dfb3,2.35,Beacon Hill,Fenway,9.0,Lyft,2.35,1.0,lyft,14-12-2018,14,12,2018,14122018
26a703f8-861d-474e-9ee0-e5163fb345b2,1.28,South Station,Theatre District,17.0,UberXL,1.28,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,01-12-2018,01,12,2018,01122018
fcfec975-3507-4515-8aa1-39742ac02d43,1.61,Theatre District,Haymarket Square,11.5,UberXL,1.61,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,16-12-2018,16,12,2018,16122018
77ff55b7-2b73-400b-9820-6a04dded07d4,0.39,Financial District,South Station,9.0,Lyft XL,0.39,1.0,lyft_plus,13-12-2018,13,12,2018,13122018
eea1e9c3-a82d-47ec-9601-dd78be7ce16f,2.38,Haymarket Square,Back Bay,13.5,Lyft XL,2.38,1.0,lyft_plus,17-12-2018,17,12,2018,17122018
f7a688f2-945e-4f49-ab68-16aa47f820ac,3.07,Boston University,West End,7.0,Shared,3.07,1.0,lyft_line,29-11-2018,29,11,2018,29112018
f6368e99-e5a1-49a2-bde3-54d56c599f84,2.68,North End,Back Bay,16.5,Lyft XL,2.68,1.0,lyft_plus,03-12-2018,03,12,2018,03122018
2d02181f-e634-4350-a2ab-aa06e14f5613,2.27,Beacon Hill,Boston University,7.5,UberPool,2.27,1.0,997acbb5-e102-41e1-b155-9df7de0a73f2,16-12-2018,16,12,2018,16122018
bcf070fa-e645-4430-b095-7fac9b2358c8,2.57,Boston University,Theatre District,19.5,Lyft XL,2.57,1.0,lyft_plus,18-12-2018,18,12,2018,18122018
17d5193e-bb0a-4d97-86d6-d72fb3965920,1.41,North End,Theatre District,28.0,Black SUV,1.41,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,01-12-2018,01,12,2018,01122018
226bf240-6c28-48e9-a97f-44ccf13b6a04,0.49,Haymarket Square,North Station,7.0,UberX,0.49,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,28-11-2018,28,11,2018,28112018
824b0291-5969-4756-a119-cfa4bacf508f,2.03,North Station,South Station,7.0,Shared,2.03,1.0,lyft_line,14-12-2018,14,12,2018,14122018
d3108c64-2040-4396-b910-9e74d8f8b19f,1.35,Beacon Hill,North End,7.0,UberX,1.35,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,02-12-2018,02,12,2018,02122018
70c0c8ab-4f61-4893-be8b-13011942811a,1.27,Financial District,Haymarket Square,13.5,Lyft XL,1.27,1.0,lyft_plus,17-12-2018,17,12,2018,17122018
4b5be560-03ad-4778-bba4-1470dfac0a13,3.21,Northeastern University,North Station,22.5,Lyft XL,3.21,1.25,lyft_plus,28-11-2018,28,11,2018,28112018
9c5cc173-df07-4dbc-922c-4810e63f2c0d,1.55,North End,Theatre District,16.5,Lyft XL,1.55,1.0,lyft_plus,16-12-2018,16,12,2018,16122018
960b574c-1929-4b17-be21-138284535b52,4.44,Financial District,Boston University,18.5,WAV,4.44,1.0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,26-11-2018,26,11,2018,26112018
00ca1924-1ebb-4ea7-b81f-046eda2cf7d2,0.64,Haymarket Square,West End,10.5,Lux,0.64,1.0,lyft_premier,03-12-2018,03,12,2018,03122018
556d10d9-eaa9-4c2a-8f58-3a4151ac9fd7,3.96,Northeastern University,Financial District,34.0,Lux Black,3.96,1.0,lyft_lux,30-11-2018,30,11,2018,30112018
9d902089-ae61-48eb-9f11-10d56108ad04,2.48,Beacon Hill,South Station,15.0,UberXL,2.48,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,18-12-2018,18,12,2018,18122018
87853329-2b0d-4dd5-a723-f87320bfe2dd,2.8,North End,Back Bay,38.0,Lux Black XL,2.8,1.0,lyft_luxsuv,27-11-2018,27,11,2018,27112018
320e63f5-b373-430c-a2ce-445dab4d02ba,3.05,North Station,Fenway,27.0,Black,3.05,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,16-12-2018,16,12,2018,16122018
b9b1d6dc-2200-42bf-a68d-db704158b51c,1.49,Beacon Hill,South Station,19.5,Lux Black,1.49,1.0,lyft_lux,13-12-2018,13,12,2018,13122018
7b20b0d9-b0e6-4218-8217-0e2747c7f5f2,3.13,Theatre District,Fenway,30.0,Lux Black,3.13,1.0,lyft_lux,28-11-2018,28,11,2018,28112018
94770fae-ef17-4fac-abca-d24ba942ab29,0.56,North Station,Haymarket Square,15.0,Black,0.56,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,13-12-2018,13,12,2018,13122018
1a513ec7-e9ca-4d4d-bfc0-8dcd5bb31084,2.14,West End,South Station,8.0,UberX,2.14,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,27-11-2018,27,11,2018,27112018
cfdf3ce0-00dc-48bf-8450-09f19da55129,2.23,Theatre District,Northeastern University,19.5,Lux,2.23,1.0,lyft_premier,15-12-2018,15,12,2018,15122018
f67b37da-b096-4105-ba87-341e9db92a5b,2.07,Beacon Hill,North End,7.0,Shared,2.07,1.0,lyft_line,28-11-2018,28,11,2018,28112018
d61c1e1c-5e5f-49c0-9d9a-e0d673345186,1.3,South Station,Theatre District,15.0,Black,1.3,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,14-12-2018,14,12,2018,14122018
7f15176c-4121-4fc5-bf1a-2257f97db759,1.76,South Station,West End,13.5,Lyft XL,1.76,1.0,lyft_plus,02-12-2018,02,12,2018,02122018
42521ffd-e122-4609-8106-bdb41a20f63a,1.73,Theatre District,North End,19.5,Lux,1.73,1.25,lyft_premier,14-12-2018,14,12,2018,14122018
1ca34582-0588-4adb-9be7-386d35b75f47,2.72,Boston University,Beacon Hill,13.5,Lyft XL,2.72,1.0,lyft_plus,15-12-2018,15,12,2018,15122018
3883fd58-4fcf-45c5-8dd3-28a9eddc27b7,1.64,Northeastern University,Back Bay,12.0,UberXL,1.64,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,03-12-2018,03,12,2018,03122018
ebc71b53-833f-476f-8425-ae38fd941093,2.66,Fenway,Theatre District,23.0,Black,2.66,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,27-11-2018,27,11,2018,27112018
b122595b-158d-437f-9b13-5fa4967a36f3,2.98,Boston University,Theatre District,11.0,UberX,2.98,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,13-12-2018,13,12,2018,13122018
a50e76c7-5d48-4e4d-a587-1d0868ce8f7d,2.84,West End,Fenway,9.5,UberX,2.84,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,15-12-2018,15,12,2018,15122018
c1a9ac2f-26d9-48d4-b672-12ea3122c5a3,1.35,Beacon Hill,Haymarket Square,26.0,Black SUV,1.35,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,26-11-2018,26,11,2018,26112018
60ac066e-1111-414c-ad39-a30a4c6e8a93,2.8,Fenway,West End,19.5,Lux,2.8,1.0,lyft_premier,17-12-2018,17,12,2018,17122018
097f4279-4c49-4b2e-9bbe-4ab605abcd30,1.03,Financial District,Haymarket Square,27.5,Lux Black XL,1.03,1.0,lyft_luxsuv,27-11-2018,27,11,2018,27112018
d155b533-e140-4053-94fd-12562dbb3574,4.4,Fenway,Financial District,14.5,UberPool,4.4,1.0,997acbb5-e102-41e1-b155-9df7de0a73f2,26-11-2018,26,11,2018,26112018
fef0fb8e-66ae-4a67-a43a-6a1090cba4e4,1.35,Beacon Hill,Haymarket Square,12.5,UberXL,1.35,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,15-12-2018,15,12,2018,15122018
68d2fe0d-4e80-4075-affc-84dd11b91621,3.09,North Station,Boston University,27.5,Lux Black,3.09,1.0,lyft_lux,01-12-2018,01,12,2018,01122018
3105e265-7dcb-45f7-92a7-f132ed9efcc8,1.91,Northeastern University,Theatre District,19.5,Black,1.91,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,13-12-2018,13,12,2018,13122018
50b56637-e231-4b93-ae88-59dda9939977,4.52,Boston University,Financial District,5.0,Shared,4.52,1.0,lyft_line,13-12-2018,13,12,2018,13122018
493a18e6-e6ef-4ef2-a7eb-c20534319031,2.01,Northeastern University,Theatre District,16.5,Lux,2.01,1.0,lyft_premier,13-12-2018,13,12,2018,13122018
506f9271-446e-426a-8820-70e4f1a0b3a7,1.56,Back Bay,Boston University,9.0,Shared,1.56,1.0,lyft_line,13-12-2018,13,12,2018,13122018
895226db-e42a-492f-a191-6db57a7eff31,1.2,Haymarket Square,Theatre District,13.5,Lyft XL,1.2,1.0,lyft_plus,16-12-2018,16,12,2018,16122018
17a11c9f-1902-40b9-b31c-5043d039eab6,2.32,Beacon Hill,Fenway,27.0,Black SUV,2.32,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,15-12-2018,15,12,2018,15122018
85e8eba6-4978-496c-b9cd-1d35f0376961,2.45,Northeastern University,Beacon Hill,57.5,Lux Black XL,2.45,1.75,lyft_luxsuv,18-12-2018,18,12,2018,18122018
23d2bd54-44a7-43a2-a224-5ee8bd0e0090,1.14,North End,Financial District,26.0,Lux Black,1.14,1.5,lyft_lux,27-11-2018,27,11,2018,27112018
caec732b-8581-4e0f-a581-ce696dd30849,0.39,Financial District,South Station,16.0,Black,0.39,1.0,6c84fd89-3f11-4782-9b50-97c468b19529,27-11-2018,27,11,2018,27112018
df70d537-de72-4bb8-9abb-4fabc21b4be9,0.68,Haymarket Square,West End,7.5,UberX,0.68,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,15-12-2018,15,12,2018,15122018
458f9e47-0a02-49b9-a171-7fcf913a03eb,1.07,North End,Financial District,8.5,UberX,1.07,1.0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,30-11-2018,30,11,2018,30112018
8c800dfd-b273-4256-968e-794fbd336af0,3.1,Theatre District,Boston University,16.5,Lyft XL,3.1,1.0,lyft_plus,30-11-2018,30,11,2018,30112018
7357de68-98b8-4c50-a8bc-8e9e57035152,5.38,Financial District,Boston University,13.5,Lyft,5.38,1.0,lyft,27-11-2018,27,11,2018,27112018
4893f1a7-0752-4cc1-9ddc-6d5db40de15d,4.32,Back Bay,South Station,13.5,Lyft,4.32,1.0,lyft,27-11-2018,27,11,2018,27112018
d1feeba8-35a3-444c-b3f8-f090b12c6105,2.96,Boston University,Theatre District,19.5,Lux,2.96,1.0,lyft_premier,29-11-2018,29,11,2018,29112018
5a9a1b9c-1e7b-4763-ae94-d0bc4bf7262c,4.57,Financial District,Boston University,13.5,Lyft,4.57,1.0,lyft,27-11-2018,27,11,2018,27112018
880c14eb-72cc-4da2-9cc5-8569456c6c1e,2.17,North Station,South Station,29.5,Black SUV,2.17,1.0,6d318bcc-22a3-4af6-bddd-b409bfce1546,14-12-2018,14,12,2018,14122018
677951c5-9fa2-43e0-8656-c2d937d6689f,0.62,Theatre District,South Station,9.5,UberXL,0.62,1.0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,26-11-2018,26,11,2018,26112018
e7802f20-f517-4fe8-8c6e-121383c42ba0,4.72,Boston University,Financial District,13.0,WAV,4.72,1.0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,01-12-2018,01,12,2018,01122018
d860ca25-14b7-491a-83d9-b6df0a58bb99,1.68,Back Bay,South Station,9.5,WAV,1.68,1.0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,16-12-2018,16,12,2018,16122018
